kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_clamp_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_kernel_impl,issues/aten_c_kernels/aten_clamp_cpu.c,float,N=4096,pointwise: clamp_kernel_impl,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_clamp_max_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_max_scalar_kernel_impl,issues/aten_c_kernels/aten_clamp_max_scalar_cpu.c,float,N=4096,pointwise: clamp_max_scalar_kernel_impl,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_clamp_min_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_min_scalar_kernel_impl,issues/aten_c_kernels/aten_clamp_min_scalar_cpu.c,float,N=4096,pointwise: clamp_min_scalar_kernel_impl,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_clamp_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_scalar_kernel_impl,issues/aten_c_kernels/aten_clamp_scalar_cpu.c,float,N=4096,pointwise: clamp_scalar_kernel_impl,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_coalesce_sparse_cpu,aten/src/ATen/native/sparse/SparseTensor.cpp,_coalesce_sparse_cpu,issues/aten_c_kernels/aten_coalesce_sparse_cpu.c,float/int,N=512,sparse_format: _coalesce_sparse,sparse_format,,NONE,0,1,cuSPARSE,COO/CSR conversion and sparse sorting/pruning APIs,SUBSET_WITH_CONSTRAINTS,standard conversion/sort stages,"duplicate coalescing, value reduction, block packing and requested ordering",supported sparse formats/index widths; workspace required,finish raising residual loops; then format recognizer + cuSPARSE conversion backend + residual composition,HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cusparse/index.html,CUB sort/segmented-reduce for nonstandard sparse semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_col2im_cpu,aten/src/ATen/native/Col2Im.cpp,col2im_out_cpu_template,issues/aten_c_kernels/aten_col2im_cpu.c,float,C=2; H=8; W=8; KH=3; KW=3,patch_extract_scatter: col2im_template,patch_extract_scatter,,NONE,1,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_combinations_cpu,aten/src/ATen/native/Itertools.cpp,combinations,issues/aten_c_kernels/aten_combinations_cpu.c,float,N=32; K=(N*(N-1),data_movement: combinations,data_movement,,NONE,0,2,CUDA Runtime,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,finish raising residual loops; then shape specialization and multi-call composition,HIGH,LOW,,https://docs.nvidia.com/cuda/cuda-runtime-api/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_compressed_block_convert_cpu,aten/src/ATen/native/TensorConversions.cpp,_compressed_to_block_compressed_cpu_kernel,issues/aten_c_kernels/aten_compressed_block_convert_cpu.c,float,R=64; C=64; BR=4; BC=4,sparse_format: _compressed_to_block_compressed_kernel,sparse_format,,NONE,0,2,cuSPARSE,COO/CSR conversion and sparse sorting/pruning APIs,SUBSET_WITH_CONSTRAINTS,standard conversion/sort stages,"duplicate coalescing, value reduction, block packing and requested ordering",supported sparse formats/index widths; workspace required,finish raising residual loops; then format recognizer + cuSPARSE conversion backend + residual composition,HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cusparse/index.html,CUB sort/segmented-reduce for nonstandard sparse semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_constant_pad_nd_cpu,aten/src/ATen/native/PadNd.cpp,constant_pad_nd,issues/aten_c_kernels/aten_constant_pad_nd_cpu.c,float,N=32; P=3,padding: constant_pad_nd,padding,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,2,0,NPP,nppiCopy*Border,SUBSET_WITH_CONSTRAINTS,2D image constant/replicate border subset,reflection/circular rules and backward accumulation are not generally covered,NPP 2D ROI/channel/dtype layouts only,preserve current partial match and partition residual graph; then specialize compatible image cases; otherwise composition,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_conv1d,aten/src/ATen/native/Convolution.cpp,conv1d,issues/aten_c_kernels/aten_conv1d.c,float,B=2; IC=3; OC=4; W=16; K=3,convolution: conv1d,convolution,,NONE,2,0,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_conv2d_columns_cpu,aten/src/ATen/native/ConvolutionMM2d.cpp,compute_columns2d,issues/aten_c_kernels/aten_conv2d_columns_cpu.c,float,C=3; H=16; W=16; K=3,patch_extract_scatter: compute_columns2d,patch_extract_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_conv3d_columns_cpu,aten/src/ATen/native/ConvolutionMM3d.cpp,compute_columns3d,issues/aten_c_kernels/aten_conv3d_columns_cpu.c,float,C=2; D=8; H=9; W=10; K=3,patch_extract_scatter: compute_columns3d,patch_extract_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_conv_tbc_backward_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc_backward,issues/aten_c_kernels/aten_conv_tbc_backward_cpu.c,float,T=30; B=8; I=16; O=24; K=3,convolution: conv_tbc_backward,convolution,,NONE,1,1,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,finish raising residual loops; then convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_conv_tbc_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc,issues/aten_c_kernels/aten_conv_tbc_cpu.c,float,T=32; B=8; I=16; O=24; K=3,convolution: conv_tbc,convolution,,NONE,2,0,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_conv_transpose2d,aten/src/ATen/native/NaiveConvolutionTranspose2d.cpp,slow_conv_transpose2d,issues/aten_c_kernels/aten_conv_transpose2d.c,float,B=1; IC=2; OC=3; H=6; W=6; K=3,convolution: slow_conv_transpose2d,convolution,,NONE,2,0,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_conv_transpose3d_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_out_cpu_template,issues/aten_c_kernels/aten_conv_transpose3d_cpu.c,float,C=2; O=3; D=6; H=7; W=8; K=3,convolution: slow_conv_transpose3d_template,convolution,,NONE,1,1,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,finish raising residual loops; then convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_conv_transpose3d_grad_weight_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_acc_grad_parameters_cpu,issues/aten_c_kernels/aten_conv_transpose3d_grad_weight_cpu.c,float,C=2; O=3; D=6; H=7; W=8; K=3,convolution: slow_conv_transpose3d_acc_grad_parameters,convolution,,NONE,1,1,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,finish raising residual loops; then convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_convert_coo_to_csr_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_coo_to_csr_cpu,issues/aten_c_kernels/aten_convert_coo_to_csr_cpu.c,int,N=512; R=64,sparse_format: convert_indices_from_coo_to_csr,sparse_format,,NONE,0,2,cuSPARSE,COO/CSR conversion and sparse sorting/pruning APIs,SUBSET_WITH_CONSTRAINTS,standard conversion/sort stages,"duplicate coalescing, value reduction, block packing and requested ordering",supported sparse formats/index widths; workspace required,finish raising residual loops; then format recognizer + cuSPARSE conversion backend + residual composition,HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cusparse/index.html,CUB sort/segmented-reduce for nonstandard sparse semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_convert_csr_to_coo_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_csr_to_coo_cpu,issues/aten_c_kernels/aten_convert_csr_to_coo_cpu.c,int,N=512; R=64,sparse_format: convert_indices_from_csr_to_coo,sparse_format,,NONE,0,2,cuSPARSE,COO/CSR conversion and sparse sorting/pruning APIs,SUBSET_WITH_CONSTRAINTS,standard conversion/sort stages,"duplicate coalescing, value reduction, block packing and requested ordering",supported sparse formats/index widths; workspace required,finish raising residual loops; then format recognizer + cuSPARSE conversion backend + residual composition,HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cusparse/index.html,CUB sort/segmented-reduce for nonstandard sparse semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_copysign,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,copysign_kernel,issues/aten_c_kernels/aten_copysign.c,float,N=4096,data_movement: copysign_kernel,data_movement,,NONE,1,0,CUDA Runtime,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://docs.nvidia.com/cuda/cuda-runtime-api/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_count_nonzero_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_cpu,issues/aten_c_kernels/aten_count_nonzero_cpu.c,float/int,N=2048,histogram_count: count_nonzero,histogram_count,,NONE,1,0,CUB/Thrust,DeviceHistogram or DeviceReduce,SUBSET_WITH_CONSTRAINTS,whole for supported binning/reduction,"bin-edge inclusivity, out-of-range/NaN handling and weighted/multidimensional bins",supported sample/bin types; histogramdd may require linearized keys,histogram matcher + CUB backend + semantic guards,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_count_nonzero_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_impl,issues/aten_c_kernels/aten_count_nonzero_impl_cpu.c,float/int,R=32; C=64,histogram_count: count_nonzero_impl,histogram_count,,NONE,2,0,CUB/Thrust,DeviceHistogram or DeviceReduce,SUBSET_WITH_CONSTRAINTS,whole for supported binning/reduction,"bin-edge inclusivity, out-of-range/NaN handling and weighted/multidimensional bins",supported sample/bin types; histogramdd may require linearized keys,histogram matcher + CUB backend + semantic guards,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_cross,aten/src/ATen/native/Cross.cpp,cross,issues/aten_c_kernels/aten_cross.c,float,N=64,cross_product: cross,cross_product,,NONE,3,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_cross_cpu_backend,aten/src/ATen/native/cpu/CrossKernel.cpp,cross_kernel_impl,issues/aten_c_kernels/aten_cross_cpu_backend.c,float,V=256,cross_product: cross_kernel_impl,cross_product,,NONE,3,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_ctc_loss_backward_cpu,aten/src/ATen/native/LossCTC.cpp,ctc_loss_backward_cpu_template,issues/aten_c_kernels/aten_ctc_loss_backward_cpu.c,float/int,T=24; B=4; C=12; L=5; S=(2*L+1),ctc_loss: ctc_loss_backward_template,ctc_loss,memset_zero_2D_f32,PARTIAL_STAGE_ONLY,2,5,cuDNN,CTC loss,SUBSET_WITH_CONSTRAINTS,whole,"blank label, normalization, determinism, input lengths and gradient semantics",cuDNN-supported CTC tensor layout/type/algorithm,finish raising residual loops; then CTC matcher + API wrapper,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_ctc_loss_cpu,aten/src/ATen/native/LossCTC.cpp,ctc_loss_cpu_template,issues/aten_c_kernels/aten_ctc_loss_cpu.c,float/int,T=24; B=4; C=12; L=5; S=(2*L+1),ctc_loss: ctc_loss_template,ctc_loss,cutensorUnary_exp_f32,PARTIAL_STAGE_ONLY,3,4,cuDNN,CTC loss,SUBSET_WITH_CONSTRAINTS,whole,"blank label, normalization, determinism, input lengths and gradient semantics",cuDNN-supported CTC tensor layout/type/algorithm,finish raising residual loops; then CTC matcher + API wrapper,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_cummax_cummin_cpu,aten/src/ATen/native/ReduceOps.cpp,cummax_cummin_helper,issues/aten_c_kernels/aten_cummax_cummin_cpu.c,float/int,R=16; N=64,scan: cummax_cummin_helper,scan,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,3,0,CUB/Thrust,DeviceScan/DeviceSegmentedScan,SUBSET_WITH_CONSTRAINTS,whole for contiguous/segmented associative scans,"axis, inclusive convention, dtype accumulation, logsumexp stability and cummax indices/ties",scan axis must be contiguous or converted to explicit segments,preserve current partial match and partition residual graph; then scan matcher + CUB template backend + axis specialization,HIGH,HIGH,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_cumprod_backward_cpu,aten/src/ATen/native/ReduceOps.cpp,cumprod_backward,issues/aten_c_kernels/aten_cumprod_backward_cpu.c,float,N=128,scan: cumprod_backward,scan,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,2,2,CUB/Thrust,DeviceScan/DeviceSegmentedScan,SUBSET_WITH_CONSTRAINTS,whole for contiguous/segmented associative scans,"axis, inclusive convention, dtype accumulation, logsumexp stability and cummax indices/ties",scan axis must be contiguous or converted to explicit segments,finish raising residual loops; then scan matcher + CUB template backend + axis specialization,HIGH,HIGH,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_cumprod_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,cumprod_cpu_kernel,issues/aten_c_kernels/aten_cumprod_cpu.c,float,R=32; K=64,scan: cumprod_kernel,scan,,NONE,2,0,CUB/Thrust,DeviceScan/DeviceSegmentedScan,SUBSET_WITH_CONSTRAINTS,whole for contiguous/segmented associative scans,"axis, inclusive convention, dtype accumulation, logsumexp stability and cummax indices/ties",scan axis must be contiguous or converted to explicit segments,scan matcher + CUB template backend + axis specialization,HIGH,HIGH,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_cumsum,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,cumsum_cpu_kernel,issues/aten_c_kernels/aten_cumsum.c,float,N=256,scan: cumsum_kernel,scan,,NONE,1,0,CUB/Thrust,DeviceScan/DeviceSegmentedScan,SUBSET_WITH_CONSTRAINTS,whole for contiguous/segmented associative scans,"axis, inclusive convention, dtype accumulation, logsumexp stability and cummax indices/ties",scan axis must be contiguous or converted to explicit segments,scan matcher + CUB template backend + axis specialization,HIGH,HIGH,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_dense_sparse_add_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,add_out_dense_sparse_cpu,issues/aten_c_kernels/aten_dense_sparse_add_cpu.c,float/int,R=64; C=64; N=512,sparse_indexed_elementwise: add_dense_sparse,sparse_indexed_elementwise,cudaCopy2D_f32_tensor,PARTIAL_STAGE_ONLY,1,1,cuSPARSE,sparse descriptors plus CUB segmented/indexed primitives,BUILDING_BLOCKS_ONLY,storage and reduction stages,"implicit zeros, duplicates, segment boundaries, gradients and reduction/softmax semantics",standard sparse storage; arbitrary indexed formulas remain outside cuSPARSE,finish raising residual loops; then mixed cuSPARSE+CUB graph composition; not a one-call matcher,HIGH,LOW,,https://docs.nvidia.com/cuda/cusparse/index.html,CUB sort/segmented-reduce for nonstandard sparse semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_depthwise_conv3x3_cpu,aten/src/ATen/native/cpu/DepthwiseConvKernel.cpp,_convolution_depthwise3x3_winograd,issues/aten_c_kernels/aten_depthwise_conv3x3_cpu.c,float,B=1; C=8; H=16; W=16,convolution: _convolution_depthwise3x3_winograd,convolution,,NONE,2,0,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_diff_cpu,aten/src/ATen/native/ReduceOps.cpp,diff_helper,issues/aten_c_kernels/aten_diff_cpu.c,float,N=128,adjacent_difference: diff_helper,adjacent_difference,,NONE,1,0,CUB/Thrust,DeviceSegmentedReduce/AdjacentDifference,SUBSET_WITH_CONSTRAINTS,whole for direct primitive; otherwise central/boundary stages,"empty segments, indices/ties, scale, boundary formula and backward accumulation",explicit contiguous segments/offsets,CUB backend + segment/boundary extraction,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_digamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,digamma_kernel,issues/aten_c_kernels/aten_digamma.c,float,N=4096,random_distribution: digamma_kernel,random_distribution,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_dilated_convolution_cpu,aten/src/ATen/native/NaiveDilatedConvolution.cpp,slow_conv_dilated_all_cpu_template,issues/aten_c_kernels/aten_dilated_convolution_cpu.c,float,C=2; O=3; H=16; W=16; K=3; D=2,convolution: slow_conv_dilated_all_template,convolution,,NONE,2,0,cuDNN,Convolution forward/backward-data/backward-filter,EXACT_FIXED_CALL,whole,padding/dilation/groups/transposition and accumulation policy must match,cuDNN tensor/filter layouts and supported types; conv_tbc may need a layout transform,convolution descriptor extraction + missing forward/backward wrappers,HIGH,HIGHEST,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
